checking_account_status,credit_history,gender,age,job,savings_account_status,present_employment_since,other_debtors/guarantors,housing,foreign_worker,class
checking<200,paying_credits,female,adult,self-employed,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,skilled_employee,no_savings,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<100,employed<4y,guarantor,own_house,foreign_worker,good_credit_risk
checking<0,delay_paying_credits,female,adult,unskilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
no_checking,delay_paying_credits,male,adult,skilled_employee,no_savings,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,delay_paying_credits,female,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,delay_paying_credits,male,adult,unskilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,young,skilled_employee,savings<500,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,female,young,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,self-employed,no_savings,unemployed,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,not_paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,no_credits,female,adult,skilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,young,skilled_employee,savings<1000,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking>=200,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,unskilled_employee,savings<500,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,not_paying_credits,female,young,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,female,adult,skilled_employee,savings>=1000,employed>=7y,no_debtors,rent_house,foreign_worker,good_credit_risk
no_checking,delay_paying_credits,female,adult,skilled_employee,savings>=1000,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<1000,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,delay_paying_credits,male,adult,self-employed,savings<100,unemployed,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,skilled_employee,savings<100,employed>=7y,coapplicant,free_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,unskilled_employee,savings<500,employed<4y,no_debtors,rent_house,native,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<100,employed<4y,guarantor,rent_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,no_credits,female,adult,self-employed,savings<100,employed>=7y,no_debtors,free_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,female,adult,skilled_employee,savings<500,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,skilled_employee,no_savings,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,not_paying_credits,male,adult,unskilled_employee,savings<100,employed<4y,no_debtors,rent_house,native,good_credit_risk
checking<0,paying_credits,male,young,skilled_employee,no_savings,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<200,paying_credits,male,adult,self-employed,savings<500,employed<1y,coapplicant,rent_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,unskilled_employee,savings<100,employed>=7y,guarantor,own_house,foreign_worker,good_credit_risk
checking>=200,not_paying_credits,male,adult,skilled_employee,savings<500,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,female,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,free_house,foreign_worker,good_credit_risk
checking>=200,paying_credits,male,adult,skilled_employee,savings<500,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,not_paying_credits,male,adult,skilled_employee,savings<500,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,female,young,skilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,unskilled_employee,no_savings,employed<4y,guarantor,own_house,foreign_worker,bad_credit_risk
checking>=200,not_paying_credits,male,adult,skilled_employee,savings<1000,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,all_credits_paid,male,adult,self-employed,savings<500,unemployed,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,self-employed,savings<500,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,self-employed,savings<100,employed<4y,no_debtors,free_house,foreign_worker,good_credit_risk
checking>=200,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<200,delay_paying_credits,male,young,skilled_employee,savings<100,employed<4y,coapplicant,rent_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,no_savings,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,not_paying_credits,female,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,native,good_credit_risk
checking<0,not_paying_credits,male,adult,unskilled_employee,savings<100,employed<1y,no_debtors,own_house,native,good_credit_risk
no_checking,not_paying_credits,female,young,skilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<500,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,no_savings,employed>=7y,no_debtors,free_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<0,paying_credits,female,young,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,no_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,free_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,female,young,skilled_employee,savings<500,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,adult,unskilled_employee,savings<100,employed<4y,guarantor,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,female,adult,skilled_employee,savings<500,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,unskilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,unskilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,adult,skilled_employee,savings<500,employed<4y,no_debtors,rent_house,foreign_worker,bad_credit_risk
no_checking,delay_paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<500,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,no_savings,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking>=200,not_paying_credits,male,adult,skilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,female,adult,self-employed,no_savings,unemployed,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,not_paying_credits,female,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,self-employed,savings<100,employed>=7y,no_debtors,free_house,foreign_worker,bad_credit_risk
checking>=200,paying_credits,female,adult,unskilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,young,skilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
no_checking,delay_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,no_savings,employed>=7y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking>=200,paying_credits,male,adult,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,unskilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,delay_paying_credits,male,adult,skilled_employee,savings<100,unemployed,no_debtors,free_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,female,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,all_credits_paid,female,young,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,no_savings,employed<7y,no_debtors,free_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,female,young,skilled_employee,no_savings,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,all_credits_paid,male,adult,unskilled_employee,savings<1000,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,guarantor,own_house,foreign_worker,bad_credit_risk
checking<200,not_paying_credits,male,adult,skilled_employee,savings<500,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,adult,self-employed,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,young,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<200,no_credits,female,adult,skilled_employee,savings<500,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,no_credits,female,adult,skilled_employee,no_savings,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,all_credits_paid,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<200,not_paying_credits,male,adult,unskilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,no_savings,employed>=7y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<0,all_credits_paid,male,young,unskilled_employee,savings<100,employed<7y,guarantor,rent_house,foreign_worker,bad_credit_risk
checking>=200,delay_paying_credits,female,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,skilled_employee,no_savings,employed<4y,no_debtors,free_house,foreign_worker,bad_credit_risk
checking<200,delay_paying_credits,male,adult,self-employed,no_savings,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,delay_paying_credits,female,young,skilled_employee,savings<500,employed<7y,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings>=1000,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,skilled_employee,no_savings,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,female,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,female,young,unskilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed<7y,coapplicant,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,self-employed,no_savings,unemployed,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<0,paying_credits,female,young,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,unskilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,female,young,skilled_employee,savings<100,employed<7y,coapplicant,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,female,adult,skilled_employee,no_savings,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,not_paying_credits,male,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,unskilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,guarantor,own_house,foreign_worker,bad_credit_risk
checking<200,not_paying_credits,male,adult,unskilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,skilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,unskilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,female,adult,self-employed,no_savings,employed>=7y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<0,paying_credits,female,young,skilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<0,not_paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,young,unskilled_employee,savings<100,employed<4y,guarantor,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,not_paying_credits,female,adult,unskilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,delay_paying_credits,female,adult,skilled_employee,no_savings,employed<4y,no_debtors,rent_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,unskilled_employee,savings>=1000,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,young,unskilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<0,all_credits_paid,male,adult,self-employed,no_savings,employed>=7y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<200,all_credits_paid,female,adult,unskilled_employee,savings<500,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,female,young,skilled_employee,savings<100,employed<7y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<200,no_credits,male,adult,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,delay_paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,adult,skilled_employee,savings<100,employed<1y,guarantor,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<200,all_credits_paid,female,adult,unskilled_employee,savings<100,employed<7y,no_debtors,free_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,female,adult,self-employed,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking>=200,paying_credits,female,young,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,all_credits_paid,male,young,skilled_employee,savings<1000,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,self-employed,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,adult,skilled_employee,savings<500,employed<4y,coapplicant,free_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,no_savings,employed>=7y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<0,paying_credits,female,young,skilled_employee,savings<500,unemployed,no_debtors,own_house,foreign_worker,bad_credit_risk
checking>=200,paying_credits,female,adult,unskilled_employee,savings<500,employed>=7y,no_debtors,free_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,female,adult,skilled_employee,savings>=1000,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,all_credits_paid,female,young,skilled_employee,savings<100,employed<4y,guarantor,rent_house,native,good_credit_risk
no_checking,delay_paying_credits,female,young,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<200,no_credits,male,adult,self-employed,no_savings,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,delay_paying_credits,male,adult,self-employed,no_savings,employed<4y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<0,not_paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,young,skilled_employee,savings<500,employed<4y,coapplicant,rent_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,not_paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,no_savings,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,female,young,skilled_employee,savings<100,employed<1y,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,free_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,no_savings,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking>=200,paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,all_credits_paid,male,adult,skilled_employee,savings<500,employed<7y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<1000,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,unskilled_employee,no_savings,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,female,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,all_credits_paid,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<200,paying_credits,male,young,skilled_employee,no_savings,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,young,skilled_employee,savings<100,employed<1y,coapplicant,rent_house,foreign_worker,bad_credit_risk
checking<200,paying_credits,female,adult,unskilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,skilled_employee,savings<1000,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,delay_paying_credits,male,young,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,delay_paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,female,adult,unemployed,savings<100,unemployed,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<200,paying_credits,male,adult,unskilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,self-employed,savings<500,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed<7y,guarantor,own_house,foreign_worker,good_credit_risk
checking<0,not_paying_credits,male,adult,self-employed,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,delay_paying_credits,male,adult,skilled_employee,no_savings,employed<1y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<0,no_credits,male,adult,skilled_employee,savings<100,employed<4y,guarantor,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,skilled_employee,savings<1000,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking>=200,paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,free_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,unskilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,self-employed,savings<100,employed<7y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,coapplicant,own_house,foreign_worker,bad_credit_risk
checking<200,delay_paying_credits,male,adult,self-employed,savings<500,employed>=7y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,young,skilled_employee,savings<100,unemployed,no_debtors,free_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,adult,unskilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,no_savings,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,no_credits,female,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking>=200,paying_credits,male,young,skilled_employee,savings<100,employed<4y,no_debtors,rent_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,young,skilled_employee,no_savings,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,delay_paying_credits,male,adult,self-employed,savings<100,unemployed,no_debtors,own_house,foreign_worker,good_credit_risk
checking>=200,not_paying_credits,female,adult,unskilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,self-employed,savings<100,unemployed,coapplicant,own_house,foreign_worker,good_credit_risk
checking<200,all_credits_paid,male,adult,skilled_employee,savings>=1000,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,all_credits_paid,female,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,coapplicant,rent_house,foreign_worker,bad_credit_risk
checking>=200,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,unskilled_employee,savings<500,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<500,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,self-employed,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,young,skilled_employee,savings<1000,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,delay_paying_credits,male,adult,unskilled_employee,savings<1000,employed<1y,no_debtors,own_house,foreign_worker,bad_credit_risk
no_checking,not_paying_credits,female,adult,self-employed,savings<100,employed<7y,no_debtors,rent_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed>=7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,male,young,skilled_employee,savings<500,employed<4y,no_debtors,own_house,foreign_worker,bad_credit_risk
checking<0,paying_credits,male,adult,unskilled_employee,savings<100,employed>=7y,no_debtors,rent_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,female,adult,skilled_employee,savings<100,employed<1y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,no_savings,employed<4y,no_debtors,free_house,foreign_worker,good_credit_risk
no_checking,delay_paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,not_paying_credits,male,adult,skilled_employee,savings<100,employed<1y,no_debtors,free_house,foreign_worker,good_credit_risk
checking<200,delay_paying_credits,male,adult,unskilled_employee,savings<500,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,no_savings,employed<4y,no_debtors,free_house,foreign_worker,good_credit_risk
checking>=200,not_paying_credits,male,adult,skilled_employee,no_savings,employed<7y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,delay_paying_credits,male,adult,skilled_employee,savings<500,employed>=7y,no_debtors,free_house,foreign_worker,good_credit_risk
no_checking,paying_credits,male,adult,skilled_employee,savings<500,employed>=7y,coapplicant,own_house,foreign_worker,good_credit_risk
checking<0,paying_credits,male,adult,skilled_employee,savings>=1000,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<0,not_paying_credits,male,adult,skilled_employee,savings<100,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
checking<200,paying_credits,female,adult,unskilled_employee,savings<500,employed<4y,no_debtors,own_house,foreign_worker,good_credit_risk
